Status,Device ID,Location,Machine,Product,Category,Transaction,TransDate,Type,RCoil,RPrice,RQty,MCoil,MPrice,MQty,LineTotal,TransTotal,Prcd Date
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Pop Corners - Sea Salt,Food,15076587802,5/6/2022,Cash,113,1.5,1,113,1.5,1,1.5,1.5,5/6/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nutri Grain Apple Cinnamon,Food,15076587513,5/6/2022,Cash,135,1.5,1,135,1.5,1,1.5,1.5,5/6/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Hot Buff,Food,15078084820,5/7/2022,Cash,121,2,1,121,2,1,2,2,5/7/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Hot Buff,Food,15078092982,5/7/2022,Cash,121,2,1,121,2,1,2,2,5/7/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - White Cheddar,Food,15078617509,5/7/2022,Credit,113,1.5,1,113,1.5,1,1.5,1.5,5/7/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Wonderful Pistachios - Variety,Food,15078671942,5/7/2022,Cash,134,2,1,134,2,1,2,2,5/7/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Keep Healthy - Chocolate Fudge,Food,15079001163,5/7/2022,Cash,132,2,1,132,2,1,2,2,5/7/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Hot Buff,Food,15079005603,5/7/2022,Cash,121,2,1,121,2,1,2,2,5/7/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,CheezIt - White Cheddar,Food,15079016575,5/7/2022,Cash,121,1.25,1,121,1.25,1,1.25,1.25,5/7/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Lenny & Larrys - SnickerDoodle,Food,15079119824,5/7/2022,Credit,157,3,1,157,3,1,3,3,5/7/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Bubly - Cherry,Carbonated,15079443220,5/7/2022,Credit,140,1.5,1,140,1.5,1,1.5,1.5,5/7/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,15079442000,5/7/2022,Cash,144,1.5,1,144,1.5,1,1.5,1.5,5/7/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,15079728145,5/7/2022,Credit,138,2,1,138,2,1,2,2,5/7/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,KitKat - Crisp Wafers,Food,15079745792,5/7/2022,Credit,130,2,2,130,2,2,4,5.5,5/7/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Original,Food,15079745792,5/7/2022,Credit,112,1.5,1,112,1.5,1,1.5,5.5,5/7/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Food,15079846267,5/7/2022,Cash,123,1.5,1,123,1.5,1,1.5,1.5,5/7/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,15079848801,5/7/2022,Credit,144,1.5,1,144,1.5,1,1.5,1.5,5/7/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Vitamin Water - Squeezed Lemonade,Water,15079869003,5/7/2022,Credit,147,2.75,1,147,2.75,1,2.75,2.75,5/7/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Oreo Mini,Food,15079880950,5/7/2022,Cash,122,2,1,122,2,1,2,2,5/7/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,15079984684,5/7/2022,Cash,144,1.5,1,144,1.5,1,1.5,1.5,5/7/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Miss Vickie's Potato Chip - Sea Salt Original,Food,15079993392,5/7/2022,Cash,114,1.5,1,114,1.5,1,1.5,1.5,5/7/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Vitamin Water - XXX Acai BB Pomegranate,Water,15079996434,5/7/2022,Cash,147,2.75,1,147,2.75,1,2.75,2.75,5/7/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,15080052946,5/7/2022,Cash,144,1.5,1,144,1.5,1,1.5,1.5,5/7/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Miss Vickie's Potato Chip - Sea Salt Original,Food,15081388928,5/8/2022,Cash,113,1.5,1,113,1.5,1,1.5,1.5,5/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - Spicy Queso,Food,15081541674,5/8/2022,Cash,112,1.5,1,112,1.5,1,1.5,1.5,5/8/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,BodyArmor LYTE - Strawberry Lemonade,Water,15081631738,5/8/2022,Credit,145,2.75,1,145,2.75,1,2.75,2.75,5/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Takis - Hot Chilli Pepper & Lime,Food,15081654802,5/8/2022,Cash,114,1.5,1,114,1.5,1,1.5,1.5,5/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Genius Keto Bar - Chocolate Dream,Food,15081666052,5/8/2022,Credit,136,2,1,136,2,1,2,2,5/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - Spicy Queso,Food,15081670180,5/8/2022,Cash,112,1.5,1,112,1.5,1,1.5,1.5,5/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15081744782,5/8/2022,Credit,142,1.5,2,142,1.5,2,3,3,5/8/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,15081764307,5/8/2022,Cash,144,1.5,1,144,1.5,1,1.5,1.5,5/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,15081820468,5/8/2022,Cash,135,2,1,135,2,1,2,2,5/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Genius Keto Bar - Chocolate Dream,Food,15081834199,5/8/2022,Cash,136,2,1,136,2,1,2,2,5/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,15081994479,5/8/2022,Cash,146,3.5,1,146,3.5,1,3.5,3.5,5/8/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Takis - Hot Chilli Pepper & Lime,Food,15082184423,5/8/2022,Cash,124,1.5,1,124,1.5,1,1.5,1.5,5/8/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Takis - Hot Chilli Pepper & Lime,Food,15082191092,5/8/2022,Cash,124,1.5,1,124,1.5,1,1.5,1.5,5/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,15082237986,5/8/2022,Cash,122,1.25,1,122,1.25,1,1.25,1.25,5/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Lenny & Larrys - Chocolate Chip,Food,15082243596,5/8/2022,Cash,158,2,1,158,2,1,2,2,5/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snapple Diet Tea - Raspberry,Non Carbonated,15082265701,5/8/2022,Credit,147,2.5,1,147,2.5,1,2.5,2.5,5/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,15082268749,5/8/2022,Credit,135,2,1,135,2,1,2,2,5/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Takis - Hot Chilli Pepper & Lime,Food,15082271932,5/8/2022,Credit,114,1.5,1,114,1.5,1,1.5,1.5,5/8/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Spindrift - Sparkling Water  Lime,Carbonated,15082323208,5/8/2022,Credit,141,1.5,1,141,1.5,1,1.5,1.5,5/8/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Spindrift - Sparkling Water  Lime,Carbonated,15082324651,5/8/2022,Credit,141,1.5,1,141,1.5,1,1.5,1.5,5/8/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Food,15082478194,5/8/2022,Cash,123,1.5,1,123,1.5,1,1.5,1.5,5/8/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Food,15082478368,5/8/2022,Cash,123,1.5,1,123,1.5,1,1.5,1.5,5/8/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,KitKat - Crisp Wafers,Food,15082530805,5/8/2022,Credit,135,2,1,135,2,1,2,2,5/8/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,RXBAR - Protein Bar - Chocolate Sea Salt,Food,15084101314,5/9/2022,Cash,133,2,1,133,2,1,2,2,5/9/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,15084429932,5/9/2022,Cash,138,2,1,138,2,1,2,2,5/9/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,15084751108,5/9/2022,Cash,138,2,1,138,2,1,2,2,5/9/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,15085132414,5/9/2022,Cash,138,2,1,138,2,1,2,2,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,15085478972,5/9/2022,Cash,122,1.25,1,122,1.25,1,1.25,1.25,5/9/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,15085613363,5/9/2022,Credit,132,2,1,132,2,1,2,2,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Iberia Coconut Water,Non Carbonated,15085710762,5/9/2022,Credit,140,2,1,140,2,1,2,4,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Wonderful Pistachios - Variety,Food,15085710762,5/9/2022,Credit,134,2,1,134,2,1,2,4,5/9/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nutri Grain Apple Cinnamon,Food,15085799497,5/9/2022,Credit,135,1.5,1,135,1.5,1,1.5,2.75,5/9/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Chum Fruit Bites - Mango/Strawberry,Food,15085799497,5/9/2022,Credit,132,1.25,1,132,1.25,1,1.25,2.75,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - White Cheddar,Food,15085832612,5/9/2022,Cash,124,1.25,1,124,1.25,1,1.25,1.25,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Hot Buff,Food,15085834709,5/9/2022,Cash,121,2,1,121,2,1,2,2,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,15085839179,5/9/2022,Cash,135,2,1,135,2,1,2,2,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,15085937831,5/9/2022,Cash,122,1.25,1,122,1.25,1,1.25,1.25,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,15085975286,5/9/2022,Cash,131,2,1,131,2,1,2,2,5/9/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Sea Salt & Vinega,Food,15086079153,5/9/2022,Cash,110,1.5,1,110,1.5,1,1.5,1.5,5/9/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,CheezIt - Cheddar Sour Cream and Onion,Food,15086082764,5/9/2022,Cash,125,1.5,1,125,1.5,1,1.5,1.5,5/9/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Sea Salt & Vinega,Food,15086246220,5/9/2022,Credit,110,1.5,1,110,1.5,1,1.5,3,5/9/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,CheezIt - Cheddar Sour Cream and Onion,Food,15086246220,5/9/2022,Credit,125,1.5,1,125,1.5,1,1.5,3,5/9/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,15086263041,5/9/2022,Cash,138,2,1,138,2,1,2,2,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Poland Springs Water,Water,15086670377,5/9/2022,Cash,144,1.5,1,144,1.5,1,1.5,1.5,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,15086967375,5/9/2022,Credit,146,3.5,1,146,3.5,1,3.5,3.5,5/9/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Vitamin Water - XXX Acai BB Pomegranate,Water,15087443433,5/9/2022,Credit,147,2.75,1,147,2.75,1,2.75,2.75,5/9/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Monster Energy Original,Carbonated,15087013305,5/9/2022,Cash,146,3,1,146,3,1,3,3,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,15087197350,5/9/2022,Credit,146,3.5,1,146,3.5,1,3.5,3.5,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Genius Keto Bar - Chocolate Dream,Food,15087525471,5/9/2022,Credit,136,2,1,136,2,1,2,2,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Belvita Snack Packs - Blueberry,Food,15087277780,5/9/2022,Credit,138,1.5,1,138,1.5,1,1.5,1.5,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Poland Springs Water,Water,15087550890,5/9/2022,Credit,144,1.5,1,144,1.5,1,1.5,1.5,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Poland Springs Water,Water,15087292329,5/9/2022,Cash,144,1.5,1,144,1.5,1,1.5,1.5,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,V8 Vegetable Juice - Original,Non Carbonated,15087445646,5/9/2022,Credit,141,2,1,141,2,1,2,2,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Hot Buff,Food,15087455301,5/9/2022,Credit,121,2,1,121,2,1,2,2,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Belvita Snack Packs - Blueberry,Food,15087456962,5/9/2022,Credit,125,1.25,1,125,1.25,1,1.25,1.25,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Hot Buff,Food,15087580964,5/9/2022,Cash,121,2,1,121,2,1,2,2,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snapple Diet Tea - Lemon,Non Carbonated,15087588964,5/9/2022,Cash,143,2.5,1,143,2.5,1,2.5,2.5,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Seapoint Farms Dry Roasted Edamame - Wasabi,Food,15087594149,5/9/2022,Credit,133,2.5,1,133,2.5,1,2.5,2.5,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Lenny & Larrys - Chocolate Chip,Food,15087664002,5/9/2022,Cash,158,2,1,158,2,1,2,2,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Belvita Snack Packs - Blueberry,Food,15087668156,5/9/2022,Cash,125,1.25,1,125,1.25,1,1.25,1.25,5/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Poland Springs Water,Water,15087699719,5/9/2022,Cash,144,1.5,1,144,1.5,1,1.5,1.5,5/9/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,CheezIt - Cheddar Sour Cream and Onion,Food,15090024569,5/10/2022,Credit,125,1.5,1,125,1.5,1,1.5,1.5,5/10/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - Go Paks,Food,15090207053,5/10/2022,Credit,150,3,1,150,3,1,3,3,5/10/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nutri Grain Apple Cinnamon,Food,15090614028,5/10/2022,Cash,137,1.5,1,137,1.5,1,1.5,1.5,5/10/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,15090699658,5/10/2022,Cash,138,2,1,138,2,1,2,2,5/10/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Poland Springs Water,Water,15090903168,5/10/2022,Credit,144,1.5,1,144,1.5,1,1.5,1.5,5/10/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Genius Keto Bar - Chocolate Dream,Food,15091112168,5/10/2022,Credit,136,2,1,136,2,1,2,2,5/10/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Poland Springs Water,Water,15091078701,5/10/2022,Credit,144,1.5,1,144,1.5,1,1.5,1.5,5/10/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,15091365086,5/10/2022,Credit,122,1.25,1,122,1.25,1,1.25,1.25,5/10/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Good Health Veggie Stix - Zesty Ranch,Food,15091387112,5/10/2022,Credit,110,1.5,1,110,1.5,1,1.5,2.75,5/10/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Chum Fruit Bites - Mango/Strawberry,Food,15091387112,5/10/2022,Credit,132,1.25,1,132,1.25,1,1.25,2.75,5/10/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,15091374638,5/10/2022,Credit,122,1.25,1,122,1.25,1,1.25,1.25,5/10/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - White Cheddar,Food,15091378584,5/10/2022,Credit,113,1.5,1,113,1.5,1,1.5,1.5,5/10/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,15091717024,5/10/2022,Cash,138,2,1,138,2,1,2,2,5/10/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,15092068185,5/10/2022,Cash,122,1.25,1,122,1.25,1,1.25,1.25,5/10/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Food,15092149760,5/10/2022,Cash,123,1.5,1,123,1.5,1,1.5,1.5,5/10/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Autumns Granola Bar - Cinnamon Almond,Food,15092172485,5/10/2022,Credit,136,2,1,136,2,1,2,2,5/10/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Bai Lemonade - Burundi Blueberry,Non Carbonated,15092179385,5/10/2022,Credit,144,2.5,1,144,2.5,1,2.5,2.5,5/10/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,15092321706,5/10/2022,Cash,122,1.25,1,122,1.25,1,1.25,1.25,5/10/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - Kettle Corn,Food,15092324431,5/10/2022,Cash,110,1.5,1,110,1.5,1,1.5,1.5,5/10/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,15092440184,5/10/2022,Credit,135,2,1,135,2,1,2,2,5/10/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,BodyArmor LYTE - Strawberry Lemonade,Water,15092557918,5/10/2022,Credit,145,2.75,1,145,2.75,1,2.75,2.75,5/10/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Takis - Hot Chilli Pepper & Lime,Food,15092585140,5/10/2022,Cash,114,1.5,1,114,1.5,1,1.5,1.5,5/10/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Good Health Veggie Stix - Zesty Ranch,Food,15092701088,5/10/2022,Cash,110,1.5,1,110,1.5,1,1.5,1.5,5/10/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Good Health Veggie Stix - Zesty Ranch,Food,15092701851,5/10/2022,Cash,110,1.5,1,110,1.5,1,1.5,1.5,5/10/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - White Cheddar,Food,15093207046,5/10/2022,Credit,113,1.5,1,113,1.5,1,1.5,1.5,5/10/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - Spicy Queso,Food,15093210520,5/10/2022,Credit,112,1.5,1,112,1.5,1,1.5,1.5,5/10/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Coca Cola - Zero Sugar,Carbonated,15093756693,5/10/2022,Cash,140,1.5,1,140,1.5,1,1.5,1.5,5/10/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Vitamin Water - Squeezed Lemonade,Water,15093767283,5/10/2022,Cash,147,2.75,1,147,2.75,1,2.75,2.75,5/10/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Coca Cola - Zero Sugar,Carbonated,15093768643,5/10/2022,Cash,140,1.5,1,140,1.5,1,1.5,1.5,5/10/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,RXBAR - Protein Bar - Chocolate Sea Salt,Food,15094975236,5/11/2022,Cash,133,2,1,133,2,1,2,2,5/11/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,RXBAR - Protein Bar - Peanut Butter,Food,15095308421,5/11/2022,Cash,131,2,1,131,2,1,2,2,5/11/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Genius Keto Bar - Chocolate Dream,Food,15095546631,5/11/2022,Credit,136,2,1,136,2,1,2,2,5/11/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,15095943001,5/11/2022,Cash,138,2,1,138,2,1,2,2,5/11/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nutri Grain Apple Cinnamon,Food,15096632995,5/11/2022,Credit,135,1.5,1,135,1.5,1,1.5,1.5,5/11/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Genius Keto Bar - Chocolate Dream,Food,15096838403,5/11/2022,Credit,136,2,1,136,2,1,2,4,5/11/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Autumns Granola Bar - Cinnamon Almond,Food,15096838403,5/11/2022,Credit,130,2,1,130,2,1,2,4,5/11/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Sea Salt & Vinega,Food,15096773919,5/11/2022,Cash,110,1.5,1,110,1.5,1,1.5,1.5,5/11/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snapple Diet Tea - Lemon,Non Carbonated,15096918518,5/11/2022,Cash,143,2.5,1,143,2.5,1,2.5,2.5,5/11/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,CheezIt - White Cheddar,Food,15096943162,5/11/2022,Cash,124,1.5,1,124,1.5,1,1.5,1.5,5/11/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Takis - Hot Chilli Pepper & Lime,Food,15097259230,5/11/2022,Credit,124,1.5,1,124,1.5,1,1.5,1.5,5/11/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,15097423599,5/11/2022,Cash,132,2,1,132,2,1,2,2,5/11/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - Kettle Corn,Food,15097775857,5/11/2022,Cash,110,1.5,1,110,1.5,1,1.5,1.5,5/11/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snapple Diet Tea - Lemon,Non Carbonated,15097777375,5/11/2022,Cash,143,2.5,1,143,2.5,1,2.5,2.5,5/11/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - Spicy Queso,Food,15097934142,5/11/2022,Credit,112,1.5,1,112,1.5,1,1.5,1.5,5/11/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - White Cheddar,Food,15097939651,5/11/2022,Cash,113,1.5,1,113,1.5,1,1.5,1.5,5/11/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,15097949294,5/11/2022,Credit,146,3.5,1,146,3.5,1,3.5,3.5,5/11/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Monster Energy Original,Carbonated,15097998995,5/11/2022,Cash,146,3,1,146,3,1,3,3,5/11/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,15098235937,5/11/2022,Cash,135,2,1,135,2,1,2,2,5/11/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Honey Mu,Food,15098248629,5/11/2022,Cash,120,2,1,120,2,1,2,2,5/11/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,CheezIt - Original,Food,15098283568,5/11/2022,Credit,123,1.25,1,123,1.25,1,1.25,1.25,5/11/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Poland Springs Water,Water,15098765740,5/11/2022,Cash,144,1.5,1,144,1.5,1,1.5,1.5,5/11/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,15098861703,5/11/2022,Cash,143,2,1,143,2,1,2,2,5/11/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,15098863164,5/11/2022,Cash,143,2,1,143,2,1,2,2,5/11/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Coca Cola - Zero Sugar,Carbonated,15099327266,5/11/2022,Cash,140,1.5,1,140,1.5,1,1.5,1.5,5/11/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Coca Cola - Zero Sugar,Carbonated,15099327152,5/11/2022,Cash,140,1.5,1,140,1.5,1,1.5,1.5,5/11/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,RXBAR - Protein Bar - Chocolate Sea Salt,Food,15100307092,5/12/2022,Cash,133,2,1,133,2,1,2,2,5/12/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Coca Cola - Zero Sugar,Carbonated,15101159906,5/12/2022,Credit,140,1.5,1,140,1.5,1,1.5,1.5,5/12/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Monster Energy Original,Carbonated,15101680882,5/12/2022,Credit,146,3,1,146,3,1,3,3,5/12/2022
